element_id,name
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:123,up to 90% of human breast tumors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:124,estrogen-receptor signaling
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:125,breast cancer biology
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:126,new targets for therapeutic strategies
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:127,Female canine mammary tumors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:128,a natural model for the study of human breast cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:129,similar histopathologies and molecular features to human breast cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:130,cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:131,Photothermal therapy
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:132,standard therapeutic modalities for cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:133,Indocyanine green-loaded quenched nanoliposomes
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:134,activatable nanotheranostics
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:135,Q-ICG-NLs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:136,significant quenching in near-infrared fluorescence emission
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:137,significant quenching in singlet oxygen generation upon light irradiation
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:138,Photothermal effect of Q-ICG-NLs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:139,photothermal effect of free indocyanine green
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:140,Fluorescence of Q-ICG-NLs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:141,cancer cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:142,Singlet oxygen generation of Q-ICG-NLs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:143,selective detection of cancer cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:144,phototherapy of cancer cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:145,selective near-infrared fluorescence imaging of cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:146,image-guided photodynamic therapy of cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:147,image-guided photothermal therapy of cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:148,TGFBI
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:149,PNI tissue
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:150,poor prognosis in pancreatic cancer patients
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:151,Knockdown of TGFBI
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:152,neural invasion
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:153,EMT
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:154,rTGFBI
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:155,PI3K/AKT phosphorylation in Capan-2 and CFPAC-1
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:156,PI3K inhibitor LY294002
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:157,TGFBI on neural invasion and EMT in Capan-2 and CFPAC-1
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:158,tumor formation in the sciatic nerve of mice
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:159,PI3K-AKT pathway in pancreatic cancer cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:160,Activation of PI3K-AKT pathway by TGFBI
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:161,PNI
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:162,CDK4/6 inhibitor
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:163,endocrine therapy
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:164,CDK4/6 inhibitor added to endocrine therapy
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:165,survival in HR+/HER2- metastatic breast cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:166,abemaciclib
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:167,gastrointestinal side effects
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:168,diarrhoea and abdominal pain
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:169,diarrhoea
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:170,symptom burden
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:171,quality of life
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:172,treatment adherence
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:173,patients treated with abemaciclib and endocrine therapy
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:174,strategies to control diarrhoea
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:175,dietary modifications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:176,non-prescribed medication use
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:177,nonadherence (dose interruption or reduction)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:178,Gliomas
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:179,24.5% of all primary brain tumors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:180,80% of all malignant tumors in adults
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:181,Vascular endothelial growth factor receptors tyrosine kinase inhibitors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:182,angiogenesis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:183,tumor growth
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:184,invasion
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:185,VEGFR TKIs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:186,glioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:187,glioblastoma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:188,Six-month progression-free survival rate
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:189,21%
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:190,Twelve-month progression-free survival rate
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:191,15%
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:192,Overall response rate
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:193,VEGFR TKIs in patients with glioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:194,limited efficacy
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:195,Epithelioid hemangioendothelioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:196,ultra-rare translocated vascular sarcoma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:197,Pazopanib
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:198,first-line treatment in metastatic epithelioid hemangioendothelioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:199,35.1 months in metastatic epithelioid hemangioendothelioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:200,53.8 months in metastatic epithelioid hemangioendothelioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:201,12.6 months in patients with prior tumor progression
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:202,105 months in patients with prior tumor progression
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:203,6.1 months in patients with serosal effusion or systemic symptoms
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:204,10.3 months in patients with serosal effusion or systemic symptoms
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:205,Pazopanib treatment
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:206,62% clinical benefit rate in metastatic epithelioid hemangioendothelioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:207,complete or partial responses in metastatic epithelioid hemangioendothelioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:208,pain and ascites reduction or hemoptysis in some patients
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:209,Pazopanib toxicity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:210,gastrointestinal
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:211,dose reductions
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:212,One patient
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:213,permanent treatment interruption due to toxicity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:214,patients with metastatic epithelioid hemangioendothelioma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:215,sirolimus for specific patient subgroups
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:216,centromere protein M
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:217,non-small cell lung cancer tissues
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:218,poor prognosis in non-small cell lung cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:219,overexpression of centromere protein M
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:220,cell proliferation in non-small cell lung cancer cell lines
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:221,tumorigenic potential of non-small cell lung cancer cell lines
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:222,accelerated tumor progression in non-small cell lung cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:223,reduced survival time in tumor-bearing mice
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:224,Wnt/beta-catenin signaling pathway
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:225,cell division cycle 20/MYB proto-oncogene-like 2 axis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:226,inhibition of Wnt signaling
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:227,tumorigenic potential induced by centromere protein M
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:228,inhibition of cell division cycle 20/MYB proto-oncogene-like 2 axis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:229,non-small cell lung cancer development
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:230,biomarker for predicting non-small cell lung cancer progression
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:231,Nonroutine discharge
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:232,increased healthcare costs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:233,higher readmission rates
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:234,Sociodemographic factors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:235,risk of nonroutine discharge in surgical patients with spinal metastases
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:236,Disease-related factors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:237,Other factors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:238,Age
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:239,sociodemographic factor influencing nonroutine discharge
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:240,Race
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:241,Insurance status
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:242,Marital status
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:243,Family member involvement
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:244,Spinal cord injury grade
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:245,disease-related factor influencing nonroutine discharge
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:246,Serum albumin level
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:247,Body mass index
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:248,Spinal surgery segment
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:249,Type of surgery
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:250,Preoperative functional dependency
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:251,ASA grade
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:252,Emergency versus elective surgery
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:253,Activities of daily living at discharge
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:254,Frailty index
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:255,other factor influencing nonroutine discharge
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:256,Comorbidity index
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:257,Efficiency of the referral or discharge process
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:258,Early identification of patients at risk for nonroutine discharge
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:259,implementation of a comprehensive nurse-led discharge plan
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:260,Comprehensive nurse-led discharge plan
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:261,hospital stay duration
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:262,related complications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:263,Succinate dehydrogenase
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:264,tricarboxylic acid cycle and electron transport chain
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:265,adenosine triphosphate production
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:266,cell physiology
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:267,SDH deficiency
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:268,many cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:269,Dysregulation of SDH
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:270,decreased catalytic activity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:271,accumulation of succinate
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:272,Accumulation of succinate
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:273,tumor progression
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:274,Defective SDH
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:275,carcinogenesis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:276,SDH-deficient cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:277,gastrointestinal stromal tumors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:278,pheochromocytomas
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:279,paragangliomas
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:280,National Comprehensive Cancer Network Distress Thermometer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:281,distress in cancer genetics patients
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:282,patients aged 18 or older
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:283,low distress (DT score < 4) and high distress (DT score ≥ 4)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:284,younger age
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:285,high distress
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:286,female sex assigned at birth
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:287,personal history of cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:288,worry
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:289,commonly reported problem
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:290,fatigue
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:291,sleep disturbance
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:292,patients experiencing high distress during cancer genetic counseling
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:293,Craniopharyngioma surgery in children
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:294,high rate of recurrence
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:295,morbid complications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:296,Transcranial approach
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:297,most frequently proposed surgical technique
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:298,Transsphenoidal endoscopic approach
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:299,also used surgical technique
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:300,Surgical total removal
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:301,88% of cases
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:302,Children with hypothalamic involvement
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:303,endocrine deficits
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:304,overweight or obese pre-operatively
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:305,early post-operative complications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:306,late morbidities
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:307,Children with craniopharyngioma and strong hypothalamic involvement
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:308,pre- and post-operative complications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:309,Complete removal
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:310,high rate of cure
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:311,global good neuropsychological results
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:312,Early multidisciplinary post-operative management
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:313,long-term outcome
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:314,Surgery with total removal
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:315,definitive acceptable clinical results
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:316,Acute myeloid leukemia cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:317,aerobic glycolysis for energy metabolism
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:318,Activated T cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:319,TP53-induced glycolysis and apoptosis regulator
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:320,glycolysis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:321,AML cells from apoptosis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:322,TIGAR inhibition combined with 2-deoxy-D-glucose
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:323,therapeutic strategy for AML
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:324,TIGAR depletion
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:325,CD8+ T cell counts
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:326,CD4/CD8 ratio
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:327,CD44 on CD8+ T cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:328,immune checkpoint CTLA-4 on CD8+ T cells
